,Profit Ratio,ONE,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
4682,36%,1,Office Supplies,Salt Lake City,United States,Denny Ordway,20%,1,8/19/2018,US-2018-100398,84106.0,Wilson Jones,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",37,3,West,103,Consumer,8/23/2018,Standard Class,Utah,Binders
4683,34%,1,Office Supplies,Bellevue,United States,Alan Barnes,20%,1,12/5/2018,CA-2018-131212,98006.0,GBC,GBC Wire Binding Combs,8,3,West,25,Consumer,12/9/2018,Standard Class,Washington,Binders
4684,35%,1,Office Supplies,Edmonds,United States,Bryan Davis,20%,1,9/10/2017,CA-2017-165918,98026.0,Other,JM Magazine Binder,14,3,West,40,Consumer,9/14/2017,Standard Class,Washington,Binders
4685,31%,1,Office Supplies,Edmonds,United States,Bryan Davis,20%,1,9/10/2017,CA-2017-165918,98026.0,Storex,Storex Dura Pro Binders,4,3,West,14,Consumer,9/14/2017,Standard Class,Washington,Binders
4686,34%,1,Office Supplies,Seattle,United States,Arthur Prichep,20%,1,12/10/2017,CA-2017-128412,98105.0,GBC,GBC DocuBind P50 Personal Binding Machine,52,3,West,154,Consumer,12/17/2017,Standard Class,Washington,Binders
4687,31%,1,Office Supplies,Seattle,United States,Chris Cortes,20%,1,7/8/2017,CA-2017-155474,98105.0,Fellowes,"Fellowes Twister Kit, Gray/Clear, 3/pkg",6,3,West,19,Consumer,7/14/2017,Standard Class,Washington,Binders
4688,33%,1,Office Supplies,Seattle,United States,Gary Hwang,20%,1,6/17/2015,CA-2015-144414,98105.0,GBC,GBC DocuBind P400 Electric Binding System,"1,062",3,West,"3,266",Consumer,6/21/2015,Standard Class,Washington,Binders
4689,33%,1,Office Supplies,Seattle,United States,Greg Tran,20%,1,12/6/2017,US-2017-169040,98105.0,GBC,GBC Standard Therm-A-Bind Covers,19,3,West,60,Consumer,12/12/2017,Standard Class,Washington,Binders
4690,31%,1,Office Supplies,Seattle,United States,Michelle Moray,20%,1,10/30/2018,CA-2018-127285,98115.0,GBC,"GBC Velobind Prepunched Cover Sets, Regency Series",28,3,West,89,Consumer,11/6/2018,Standard Class,Washington,Binders
4691,34%,1,Office Supplies,Seattle,United States,Rose O'Brian,20%,1,5/12/2016,CA-2016-162607,98115.0,Other,Prestige Round Ring Binders,5,3,West,15,Consumer,5/18/2016,Standard Class,Washington,Binders
4692,38%,1,Office Supplies,Scottsdale,United States,Sally Matthias,20%,1,11/23/2015,CA-2015-159625,85254.0,Staple envelope,Staple envelope,9,3,West,23,Consumer,11/28/2015,Standard Class,Arizona,Envelopes
4693,-21%,1,Office Supplies,Phoenix,United States,Roger Demir,20%,1,8/9/2015,CA-2015-161249,85023.0,Other,"Super Bands, 12/Pack",-1,3,West,4,Consumer,8/13/2015,Standard Class,Arizona,Fasteners
4694,33%,1,Office Supplies,Tempe,United States,Jeremy Farry,20%,1,8/31/2018,CA-2018-159884,85281.0,Other,OIC Bulk Pack Metal Binder Clips,3,3,West,8,Consumer,9/5/2018,Standard Class,Arizona,Fasteners
4695,19%,1,Office Supplies,Aurora,United States,Zuschuss Carroll,20%,1,9/28/2016,CA-2016-106978,80013.0,Other,Staples,1,3,West,5,Consumer,10/4/2016,Standard Class,Colorado,Fasteners
4696,-20%,1,Office Supplies,Loveland,United States,Jill Matthias,20%,1,12/30/2018,CA-2018-156720,80538.0,Other,Bagged Rubber Bands,-1,3,West,3,Consumer,1/3/2019,Standard Class,Colorado,Fasteners
4697,35%,1,Office Supplies,Colorado Springs,United States,Irene Maddox,20%,1,12/11/2016,CA-2016-104346,80906.0,Avery,Avery Personal Creations Heavyweight Cards,10,3,West,28,Consumer,12/16/2016,Standard Class,Colorado,Paper
4698,34%,1,Office Supplies,Colorado Springs,United States,Irene Maddox,20%,1,12/11/2016,CA-2016-104346,80906.0,Xerox,Xerox 1932,29,3,West,85,Consumer,12/16/2016,Standard Class,Colorado,Paper
4699,35%,1,Office Supplies,Denver,United States,Arthur Prichep,20%,1,8/23/2015,CA-2015-124737,80219.0,Xerox,Xerox 1976,5,3,West,16,Consumer,8/27/2015,Standard Class,Colorado,Paper
4700,36%,1,Office Supplies,Englewood,United States,Chad Sievert,20%,1,8/28/2017,US-2017-144211,80112.0,Wirebound,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",6,3,West,15,Consumer,9/2/2017,Standard Class,Colorado,Paper
4701,34%,1,Office Supplies,Medford,United States,Jennifer Halladay,20%,1,2/24/2015,US-2015-137680,97504.0,TOPS,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",8,3,West,23,Consumer,3/2/2015,Standard Class,Oregon,Paper
4702,35%,1,Office Supplies,Tigard,United States,Natalie Webber,20%,1,11/26/2015,CA-2015-168984,97224.0,Xerox,Xerox 2,5,3,West,16,Consumer,12/2/2015,Standard Class,Oregon,Paper
4703,-3%,1,Office Supplies,Denver,United States,Kean Thornton,20%,1,3/10/2015,US-2015-140116,80219.0,Tennsco,Tennsco 6- and 18-Compartment Lockers,-16,3,West,636,Consumer,3/17/2015,Standard Class,Colorado,Storage
4704,9%,1,Office Supplies,Louisville,United States,Sung Chung,20%,1,8/21/2018,CA-2018-117646,80027.0,Other,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",21,3,West,237,Consumer,8/25/2018,Standard Class,Colorado,Storage
4705,6%,1,Office Supplies,Portland,United States,Ruben Dartt,20%,1,9/7/2018,CA-2018-124401,97206.0,Other,Hanging Personal Folder File,2,3,West,38,Consumer,9/12/2018,Standard Class,Oregon,Storage
4706,8%,1,Office Supplies,Salem,United States,Tim Brockman,20%,1,12/8/2015,CA-2015-129364,97301.0,Other,Adjustable Personal File Tote,3,3,West,39,Consumer,12/13/2015,Standard Class,Oregon,Storage
4707,11%,1,Office Supplies,Phoenix,United States,Emily Burns,20%,1,5/23/2016,US-2016-110569,85023.0,Fellowes,Fellowes Superior 10 Outlet Split Surge Protector,14,4,West,122,Consumer,5/30/2016,Standard Class,Arizona,Appliances
4708,11%,1,Office Supplies,Redmond,United States,William Brown,20%,1,8/10/2016,US-2016-156496,97756.0,Fellowes,Fellowes 8 Outlet Superior Workstation Surge Protector,15,4,West,133,Consumer,8/16/2016,Standard Class,Oregon,Appliances
4709,8%,1,Office Supplies,Chandler,United States,Larry Hughes,20%,1,4/25/2018,CA-2018-129707,85224.0,Newell,Newell 318,1,4,West,9,Consumer,4/29/2018,Standard Class,Arizona,Art
4710,11%,1,Office Supplies,Denver,United States,Kean Thornton,20%,1,3/10/2015,US-2015-140116,80219.0,Boston,"BOSTON Ranger #55 Pencil Sharpener, Black",9,4,West,83,Consumer,3/17/2015,Standard Class,Colorado,Art
4711,33%,1,Office Supplies,Los Angeles,United States,Clay Ludtke,20%,1,5/28/2017,CA-2017-134803,90004.0,Wilson Jones,"Wilson Jones Hanging View Binder, White, 1""",7,4,West,23,Consumer,6/3/2017,Standard Class,California,Binders
4712,36%,1,Office Supplies,Los Angeles,United States,Kean Takahito,20%,1,12/24/2016,CA-2016-158456,90032.0,Avery,Avery Hole Reinforcements,7,4,West,20,Consumer,12/29/2016,Standard Class,California,Binders
4713,35%,1,Office Supplies,San Francisco,United States,Brian Dahlen,20%,1,8/15/2015,US-2015-164406,94122.0,Avery,Avery Heavy-Duty EZD  Binder With Locking Rings,6,4,West,18,Consumer,8/19/2015,Standard Class,California,Binders
4714,33%,1,Office Supplies,San Francisco,United States,Brian Thompson,20%,1,4/10/2017,CA-2017-123358,94122.0,GBC,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",16,4,West,48,Consumer,4/17/2017,Standard Class,California,Binders
4715,35%,1,Office Supplies,San Francisco,United States,Tony Sayre,20%,1,11/7/2018,CA-2018-152737,94122.0,Avery,Avery Self-Adhesive Photo Pockets for Polaroid Photos,8,4,West,22,Consumer,11/12/2018,Standard Class,California,Binders
4716,35%,1,Office Supplies,Las Vegas,United States,Natalie Webber,20%,1,11/21/2016,CA-2016-115511,89115.0,Other,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",23,4,West,66,Consumer,11/25/2016,Standard Class,Nevada,Binders
4717,34%,1,Office Supplies,Logan,United States,Jason Fortune-,20%,1,3/14/2015,CA-2015-114510,84321.0,GBC,GBC Wire Binding Combs,11,4,West,33,Consumer,3/19/2015,Standard Class,Utah,Binders
4718,38%,1,Office Supplies,Seattle,United States,Sarah Foster,20%,1,9/12/2017,CA-2017-128811,98103.0,GBC,GBC Instant Report Kit,8,4,West,21,Consumer,9/16/2017,Standard Class,Washington,Binders
4719,38%,1,Office Supplies,Seattle,United States,Magdelene Morse,20%,1,5/28/2015,CA-2015-108861,98105.0,Other,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",51,4,West,137,Consumer,6/1/2015,Standard Class,Washington,Binders
4720,36%,1,Office Supplies,Seattle,United States,Neoma Murray,20%,1,8/17/2017,US-2017-157308,98105.0,Acco,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",6,4,West,16,Consumer,8/21/2017,Standard Class,Washington,Binders
4721,34%,1,Office Supplies,Seattle,United States,Clay Ludtke,20%,1,7/12/2015,CA-2015-131310,98115.0,Other,Self-Adhesive Ring Binder Labels,4,4,West,11,Consumer,7/18/2015,Standard Class,Washington,Binders
4722,33%,1,Office Supplies,Tucson,United States,Doug Bickford,20%,1,5/6/2018,CA-2018-145779,85705.0,Xerox,Xerox 1883,27,4,West,84,Consumer,5/10/2018,Standard Class,Arizona,Paper
4723,34%,1,Office Supplies,Medford,United States,Jennifer Halladay,20%,1,2/24/2015,US-2015-137680,97504.0,Message Book,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",11,4,West,33,Consumer,3/2/2015,Standard Class,Oregon,Paper
4724,10%,1,Office Supplies,Phoenix,United States,Chris McAfee,20%,1,11/27/2017,US-2017-114230,85023.0,Eldon,Eldon Simplefile Box Office,4,4,West,40,Consumer,12/1/2017,Standard Class,Arizona,Storage
4725,9%,1,Office Supplies,Colorado Springs,United States,Irene Maddox,20%,1,12/11/2016,CA-2016-104346,80906.0,Newell,Newell 313,1,5,West,13,Consumer,12/16/2016,Standard Class,Colorado,Art
4726,38%,1,Office Supplies,Anaheim,United States,Alan Hwang,20%,1,3/8/2018,CA-2018-104080,92804.0,Other,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",64,5,West,171,Consumer,3/15/2018,Standard Class,California,Binders
4727,34%,1,Office Supplies,Los Angeles,United States,Allen Armold,20%,1,4/21/2015,CA-2015-158064,90008.0,ACCOHIDE,ACCOHIDE Binder by Acco,6,5,West,17,Consumer,4/25/2015,Standard Class,California,Binders
4728,31%,1,Office Supplies,Los Angeles,United States,Karl Braun,20%,1,3/9/2018,CA-2018-147354,90008.0,DXL,DXL Angle-View Binders with Locking Rings by Samsill,10,5,West,31,Consumer,3/13/2018,Standard Class,California,Binders
4729,33%,1,Office Supplies,Los Angeles,United States,Guy Armstrong,20%,1,11/11/2018,CA-2018-110842,90036.0,Ibico,Ibico Plastic Spiral Binding Combs,40,5,West,122,Consumer,11/16/2018,Standard Class,California,Binders
4730,34%,1,Office Supplies,Los Angeles,United States,Cassandra Brandow,20%,1,8/28/2016,CA-2016-121188,90049.0,GBC,GBC Wire Binding Combs,14,5,West,41,Consumer,9/4/2016,Standard Class,California,Binders
4731,35%,1,Office Supplies,Los Angeles,United States,Janet Lee,20%,1,9/2/2018,US-2018-163657,90049.0,Acco,Acco Translucent Poly Ring Binders,7,5,West,19,Consumer,9/6/2018,Standard Class,California,Binders
4732,35%,1,Office Supplies,San Francisco,United States,Andy Reiter,20%,1,9/29/2017,CA-2017-138037,94109.0,Avery,Avery Self-Adhesive Photo Pockets for Polaroid Photos,10,5,West,27,Consumer,10/3/2017,Standard Class,California,Binders
4733,38%,1,Office Supplies,San Jose,United States,Sue Ann Reed,20%,1,5/19/2018,US-2018-147998,95123.0,GBC,GBC Twin Loop Wire Binding Elements,50,5,West,133,Consumer,5/24/2018,Standard Class,California,Binders
4734,31%,1,Office Supplies,West Jordan,United States,Sanjit Chand,20%,1,11/8/2016,CA-2016-123568,84084.0,Other,Deluxe Heavy-Duty Vinyl Round Ring Binder,29,5,West,92,Consumer,11/14/2016,Standard Class,Utah,Binders
4735,35%,1,Office Supplies,Redmond,United States,Sung Shariari,20%,1,9/1/2018,CA-2018-107909,98052.0,Avery,Avery Metallic Poly Binders,8,5,West,23,Consumer,9/6/2018,Standard Class,Washington,Binders
4736,38%,1,Office Supplies,Renton,United States,Chloris Kastensmidt,20%,1,11/21/2018,CA-2018-110443,98059.0,Other,Vinyl Sectional Post Binders,57,5,West,151,Consumer,11/25/2018,Standard Class,Washington,Binders
4737,34%,1,Office Supplies,Seattle,United States,Bradley Nguyen,20%,1,9/17/2015,CA-2015-103940,98103.0,GBC,GBC Prestige Therm-A-Bind Covers,46,5,West,137,Consumer,9/21/2015,Standard Class,Washington,Binders
4738,33%,1,Office Supplies,Salem,United States,Tim Brockman,20%,1,12/8/2015,CA-2015-129364,97301.0,Avery,Avery 492,4,5,West,12,Consumer,12/13/2015,Standard Class,Oregon,Labels
4739,34%,1,Office Supplies,Tucson,United States,Gary Hwang,20%,1,12/6/2016,CA-2016-144806,85705.0,Xerox,Xerox 1970,7,5,West,20,Consumer,12/11/2016,Standard Class,Arizona,Paper
4740,33%,1,Office Supplies,Springfield,United States,Joseph Airdo,20%,1,9/17/2015,CA-2015-131947,97477.0,Other,Riverleaf Stik-Withit Designer Note Cubes,13,5,West,40,Consumer,9/22/2015,Standard Class,Oregon,Paper
4741,11%,1,Office Supplies,Phoenix,United States,Philip Brown,20%,1,7/14/2015,US-2015-150532,85023.0,Eldon,Eldon Fold 'N Roll Cart System,6,5,West,56,Consumer,7/21/2015,Standard Class,Arizona,Storage
4742,-21%,1,Office Supplies,Portland,United States,Natalie DeCherney,20%,1,11/1/2015,CA-2015-148915,97206.0,Carina,"Carina Mini System Audio Rack, Model AR050B",-94,5,West,444,Consumer,11/5/2015,Standard Class,Oregon,Storage
4743,-25%,1,Office Supplies,Tigard,United States,Natalie Webber,20%,1,11/26/2015,CA-2015-168984,97224.0,Office Impressions,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,-167,5,West,669,Consumer,12/2/2015,Standard Class,Oregon,Storage
4744,-19%,1,Office Supplies,Salem,United States,Tim Brockman,20%,1,12/8/2015,CA-2015-129364,97301.0,Acco,Acco Side-Punched Conventional Columnar Pads,-3,5,West,14,Consumer,12/13/2015,Standard Class,Oregon,Supplies
4745,11%,1,Office Supplies,Tucson,United States,Gary Hwang,20%,1,12/6/2016,CA-2016-144806,85705.0,Boston,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",10,6,West,86,Consumer,12/11/2016,Standard Class,Arizona,Art
4746,34%,1,Office Supplies,San Diego,United States,Arthur Gainer,20%,1,9/5/2016,CA-2016-130785,92105.0,DXL,"DXL Angle-View Binders with Locking Rings, Black",10,6,West,29,Consumer,9/9/2016,Standard Class,California,Binders
4747,35%,1,Office Supplies,San Francisco,United States,Bruce Stewart,20%,1,9/23/2018,CA-2018-123778,94122.0,Acco,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",9,6,West,26,Consumer,9/30/2018,Standard Class,California,Binders
4748,36%,1,Office Supplies,Bellevue,United States,Alan Barnes,20%,1,12/5/2018,CA-2018-131212,98006.0,Other,Zipper Ring Binder Pockets,5,6,West,15,Consumer,12/9/2018,Standard Class,Washington,Binders
4749,38%,1,Office Supplies,Seattle,United States,Dana Kaydos,20%,1,8/12/2018,CA-2018-152310,98103.0,Avery,Avery Legal 4-Ring Binder,38,6,West,101,Consumer,8/19/2018,Standard Class,Washington,Binders
4750,35%,1,Office Supplies,Denver,United States,Arthur Prichep,20%,1,8/23/2015,CA-2015-124737,80219.0,Xerox,Xerox 1931,11,6,West,31,Consumer,8/27/2015,Standard Class,Colorado,Paper
4751,31%,1,Office Supplies,Springfield,United States,Joseph Airdo,20%,1,9/17/2015,CA-2015-131947,97477.0,Xerox,Xerox 1960,46,6,West,149,Consumer,9/22/2015,Standard Class,Oregon,Paper
4752,-24%,1,Office Supplies,Tucson,United States,Gary Hwang,20%,1,12/6/2016,CA-2016-144806,85705.0,Belkin,"Belkin 19"" Vented Equipment Shelf, Black",-59,6,West,247,Consumer,12/11/2016,Standard Class,Arizona,Storage
4753,11%,1,Office Supplies,Springfield,United States,Juliana Krohn,20%,1,10/2/2018,CA-2018-141117,97477.0,Acme,Acme Softgrip Scissors,4,6,West,39,Consumer,10/8/2018,Standard Class,Oregon,Supplies
4754,11%,1,Office Supplies,Springfield,United States,Juliana Krohn,20%,1,10/2/2018,CA-2018-141117,97477.0,Berol,Berol Giant Pencil Sharpener,11,7,West,95,Consumer,10/8/2018,Standard Class,Oregon,Art
4755,16%,1,Office Supplies,Springfield,United States,Sanjit Engle,20%,1,11/25/2015,US-2015-107993,97477.0,Dixon,Dixon Ticonderoga Core-Lock Colored Pencils,8,7,West,51,Consumer,11/30/2015,Standard Class,Oregon,Art
4756,35%,1,Office Supplies,Los Angeles,United States,Bill Donatelli,20%,1,11/27/2018,CA-2018-107125,90045.0,Other,Premium Transparent Presentation Covers by GBC,41,7,West,117,Consumer,12/2/2018,Standard Class,California,Binders
4757,38%,1,Office Supplies,Los Angeles,United States,Erica Smith,20%,1,9/15/2018,US-2018-163300,90049.0,GBC,GBC DocuBind 200 Manual Binding Machine,884,7,West,"2,357",Consumer,9/21/2018,Standard Class,California,Binders
4758,36%,1,Office Supplies,San Clemente,United States,Art Ferguson,20%,1,4/23/2017,CA-2017-126270,92672.0,Other,Recycled Pressboard Report Cover with Reinforced Top Hinge,7,7,West,18,Consumer,4/27/2017,Standard Class,California,Binders
4759,35%,1,Office Supplies,San Diego,United States,Liz Thompson,20%,1,11/2/2016,CA-2016-168207,92105.0,GBC,GBC Premium Transparent Covers with Diagonal Lined Pattern,41,7,West,117,Consumer,11/6/2016,Standard Class,California,Binders
4760,38%,1,Office Supplies,San Francisco,United States,Lena Hernandez,20%,1,11/7/2015,CA-2015-123323,94110.0,Wilson Jones,Wilson Jones Legal Size Ring Binders,46,7,West,123,Consumer,11/12/2015,Standard Class,California,Binders
4761,35%,1,Office Supplies,Clovis,United States,Tony Sayre,20%,1,9/18/2018,CA-2018-166856,88101.0,Wilson Jones,Wilson Jones Easy Flow II Sheet Lifters,4,7,West,10,Consumer,9/22/2018,Standard Class,New Mexico,Binders
4762,31%,1,Office Supplies,Seattle,United States,Joseph Holt,20%,1,8/9/2015,CA-2015-169726,98103.0,Ibico,Ibico Ibimaster 300 Manual Binding System,644,7,West,"2,061",Consumer,8/13/2015,Standard Class,Washington,Binders
4763,31%,1,Office Supplies,Seattle,United States,Doug Bickford,20%,1,9/30/2015,CA-2015-137351,98105.0,DXL,DXL Angle-View Binders with Locking Rings by Samsill,13,7,West,43,Consumer,10/4/2015,Standard Class,Washington,Binders
4764,33%,1,Office Supplies,Seattle,United States,Greg Tran,20%,1,12/6/2017,US-2017-169040,98105.0,Ibico,Ibico Plastic and Wire Spiral Binding Combs,15,7,West,47,Consumer,12/12/2017,Standard Class,Washington,Binders
4765,33%,1,Office Supplies,Seattle,United States,Rob Beeghly,20%,1,9/15/2017,US-2017-128678,98105.0,Cardinal,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",16,7,West,49,Consumer,9/20/2017,Standard Class,Washington,Binders
4766,35%,1,Office Supplies,Gresham,United States,Clay Ludtke,20%,1,9/10/2015,CA-2015-125731,97030.0,Peel & Seel,Peel & Seel Envelopes,8,7,West,22,Consumer,9/16/2015,Standard Class,Oregon,Envelopes
4767,33%,1,Office Supplies,Salem,United States,Tim Brockman,20%,1,12/8/2015,CA-2015-129364,97301.0,Avery,Avery 499,9,7,West,28,Consumer,12/13/2015,Standard Class,Oregon,Labels
4768,35%,1,Office Supplies,Peoria,United States,Steven Cartwright,20%,1,8/17/2016,CA-2016-119627,85345.0,Xerox,Xerox 21,13,7,West,36,Consumer,8/23/2016,Standard Class,Arizona,Paper
4769,35%,1,Office Supplies,Phoenix,United States,Maribeth Schnelling,20%,1,12/24/2016,CA-2016-120103,85023.0,Other,Computer Printout Paper with Letter-Trim Perforations,37,7,West,106,Consumer,12/29/2016,Standard Class,Arizona,Paper
4770,-4%,1,Office Supplies,Broomfield,United States,Joe Elijah,20%,1,7/8/2017,CA-2017-112109,80020.0,Other,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",-1,7,West,33,Consumer,7/12/2017,Standard Class,Colorado,Storage
4771,8%,1,Office Supplies,Avondale,United States,Philip Brown,20%,1,11/30/2015,CA-2015-146843,85323.0,Acme,Acme Office Executive Series Stainless Steel Trimmers,4,7,West,48,Consumer,12/6/2015,Standard Class,Arizona,Supplies
4772,33%,1,Office Supplies,Los Angeles,United States,Toby Swindell,20%,1,11/24/2016,CA-2016-153416,90036.0,Avery,Avery Premier Heavy-Duty Binder with Round Locking Rings,30,8,West,91,Consumer,11/29/2016,Standard Class,California,Binders
4773,34%,1,Office Supplies,San Francisco,United States,Vivek Gonzalez,20%,1,1/29/2018,CA-2018-139304,94109.0,Other,Clear Mylar Reinforcing Strips,40,8,West,120,Consumer,2/2/2018,Standard Class,California,Binders
4774,34%,1,Office Supplies,San Francisco,United States,Christopher Martinez,20%,1,1/3/2018,CA-2018-111738,94110.0,GBC,GBC ProClick 150 Presentation Binding System,683,8,West,"2,022",Consumer,1/7/2018,Standard Class,California,Binders
